Id,SalePrice
1461,123365.84421570452
1462,157066.75081650986
1463,191150.70232536294
1464,200239.9399969191
1465,186321.86511747292
1466,171012.67887793516
1467,172723.81411966638
1468,163550.69954203302
1469,189937.50090351663
1470,123048.1075408009
1471,194605.14263328508
1472,96819.05793421715
1473,98024.10640765518
1474,149908.9975871105
1475,111971.48095811487
1476,367416.4742754767
1477,247960.08075503592
1478,285074.1202129073
1479,280523.5078754507
1480,497825.0061284052
1481,327708.4897369148
1482,204790.49749674267
1483,182204.45915268126
1484,161430.31987099515
1485,185294.36752661972
1486,196173.16313669021
1487,330018.86806368094
1488,232680.98017652554
1489,199957.79605228116
1490,240448.20848264828
1491,192549.69559069458
1492,91584.89196289798
1493,181275.35387359816
1494,281666.73835949524
1495,284101.1284314825
1496,231659.11864205194
1497,179076.48660058744
1498,163999.23830663008
1499,158046.11999174033
1500,155917.86825386886
1501,180967.4727988688
1502,144918.34932201935
1503,292117.10549949476
1504,237750.18028080038
1505,225479.36443748153
1506,188482.33833918962
1507,257964.99737066615
1508,199925.84518546046
1509,161474.68863891688
1510,144037.90979376528
1511,151266.41683322503
1512,176387.75495009858
1513,148030.5294727301
1514,155089.02451275405
1515,197686.85576993853
1516,154851.12821275176
1517,170015.23715461465
1518,131389.92163035605
1519,217103.9840580379
1520,130116.91218718386
1521,133356.54212225124
1522,173513.03761698463
1523,112891.54604061562
1524,126260.47041759276
1525,123577.02105022933
1526,110352.44203783925
1527,102029.94166184397
1528,135014.45635019883
1529,154629.38941978218
1530,178044.69290609175
1531,105622.33982880317
1532,95606.84424602696
1533,148680.38830154607
1534,120870.49076811282
1535,152079.02021502017
1536,108751.40327076902
1537,62857.119697397575
1538,148234.35174756413
1539,188043.63120440175
1540,94670.5429688395
1541,140566.9557099634
1542,144096.7594903998
1543,205105.6332620908
1544,85068.23261041362
1545,113800.63375156501
1546,131925.35760534237
1547,131480.0378045007
1548,138033.4748156722
1549,119012.47535593272
1550,134792.20698264483
1551,108365.14786717766
1552,141027.92078494205
1553,151323.04851275717
1554,115657.6558645036
1555,166314.11534385235
1556,83160.2786307412
1557,107440.17849689024
1558,99380.09297308947
1559,68356.16956694619
1560,131036.27324549526
1561,131430.9198357307
1562,128847.80133766201
1563,122682.72912294023
1564,158912.32620732923
1565,150788.70605906151
1566,230708.23723246244
1567,76187.98358332881
1568,223728.67874593855
1569,131406.57747934875
1570,136484.55348762294
1571,121216.29808652274
1572,144330.96269948428
1573,244736.00597451013
1574,116790.71032170639
1575,235554.04810051713
1576,244410.14415566582
1577,189022.0159072693
1578,141792.54421372703
1579,150242.20256352396
1580,192630.94234771107
1581,155254.4212347697
1582,124760.79723087266
1583,306291.1943816394
1584,220522.10064874278
1585,138137.45646265778
1586,67394.63135366353
1587,103359.70544273824
1588,154633.5706054692
1589,100559.50919568418
1590,134404.30132267924
1591,96137.86689954757
1592,115994.92016148877
1593,123130.03065363925
1594,128254.41195622487
1595,105994.3278636467
1596,230810.72616440308
1597,191297.79360691927
1598,215631.62476028205
1599,166646.08059762162
1600,160213.00006550847
1601,65225.7363410496
1602,114532.36784021463
1603,78116.1389648892
1604,265801.8648572817
1605,240652.54102334735
1606,167494.0880919343
1607,171021.3790288759
1608,217146.0844715597
1609,184443.1841701444
1610,153568.50547774095
1611,136509.36571626307
1612,174144.38693047475
1613,170974.4578916384
1614,124629.77115135778
1615,90644.1265530213
1616,76829.85155299587
1617,92467.88552011721
1618,124282.76864563863
1619,138756.38686065903
1620,154650.9512714645
1621,139528.72311557058
1622,141069.38258870313
1623,266134.8743155945
1624,210754.06387141903
1625,117545.25340792704
1626,169114.27324124196
1627,194497.40866208015
1628,277622.7970351058
1629,176405.25597830815
1630,354367.54827562487
1631,220540.64544969803
1632,237782.11191002675
1633,168885.74577036226
1634,188313.29953612547
1635,174070.3533079297
1636,151471.22105096743
1637,199747.18822897566
1638,183262.87824474522
1639,184013.48180817752
1640,257833.76142167617
1641,177175.96356697864
1642,241879.86450617798
1643,212589.76832545438
1644,234336.7602376902
1645,195740.07154026875
1646,160191.7895606711
1647,156726.2180308675
1648,129411.31684750815
1649,139301.19962929544
1650,111549.7786774746
1651,120737.60665693114
1652,96603.5244390191
1653,99555.7944626293
1654,144386.41917305984
1655,135813.3030265674
1656,140303.3996148926
1657,146739.28843788878
1658,143978.04924985947
1659,115829.3623016097
1660,154525.38353557506
1661,440008.9558419356
1662,401929.1341593602
1663,384085.6252596856
1664,486685.97400845203
1665,309659.62572860374
1666,321729.6115718569
1667,379401.1147983738
1668,339214.01450262615
1669,295997.375742095
1670,351326.43952144735
1671,257026.90870800993
1672,442850.8590029097
1673,280744.70734853187
1674,236717.7080403742
1675,192714.61465016945
1676,194471.14885810157
1677,221094.78639526526
1678,449388.2062536507
1679,392215.0891623424
1680,338706.02423810575
1681,244349.1783481776
1682,304601.5776634181
1683,178992.03159815425
1684,172001.4183874948
1685,172137.19751515173
1686,166106.68076223414
1687,168092.89566983908
1688,189400.347517435
1689,193804.99877603617
1690,191360.705230417
1691,183444.54160040623
1692,258515.49485227797
1693,168172.13098801303
1694,181583.45211691264
1695,160117.92846892672
1696,263575.83917239844
1697,166856.90629268982
1698,344764.6351103603
1699,297927.79691256996
1700,250172.75210226924
1701,262794.871379513
1702,244142.30221706707
1703,241285.40683085538
1704,271748.6405937642
1705,232566.1227097857
1706,441800.1762146572
1707,217323.2102232559
1708,207426.11205597184
1709,259026.55579177933
1710,219864.27166369895
1711,266900.15475955384
1712,260374.63021546265
1713,275257.4776899992
1714,223364.05608386517
1715,205128.02113043732
1716,184492.54427127953
1717,173978.9269786073
1718,133443.58288794375
1719,206434.5191780675
1720,238438.07666460687
1721,164685.41950999436
1722,125549.09294456289
1723,155427.09113381853
1724,205337.17957893317
1725,235798.0445549586
1726,188597.0173441513
1727,155256.32762430693
1728,173487.74342341014
1729,163686.0554048457
1730,153955.60375609403
1731,121375.11197832738
1732,127907.44236052208
1733,116183.17522390826
1734,118356.26682306959
1735,125522.79582161184
1736,110436.41316028616
1737,300621.13062520867
1738,240953.5666954348
1739,253742.27837700877
1740,227677.2104220969
1741,194775.4346372671
1742,171851.53073608346
1743,176041.4676409523
1744,315932.0067016465
1745,221859.8734423098
1746,185799.92946927663
1747,212301.9951749447
1748,224235.30109343215
1749,147143.69799960664
1750,127114.6294207258
1751,242754.38829076616
1752,115852.18652297894
1753,148914.64281630056
1754,193932.50497051852
1755,168526.14628039332
1756,127244.7907480921
1757,120972.71489086315
1758,145650.69614973397
1759,158818.15892484642
1760,164426.835370259
1761,147773.10341063296
1762,175157.25912473787
1763,179567.9309959281
1764,114106.55950605612
1765,172259.14950191227
1766,187471.7523756727
1767,223940.96611256935
1768,142593.74009435167
1769,173194.82900984894
1770,148151.4335140291
1771,120605.70834804141
1772,133649.82673365125
1773,129105.49640025549
1774,141529.58760332235
1775,136025.31206122434
1776,128939.35220735526
1777,109189.04240082929
1778,139068.8478323315
1779,114378.28000247163
1780,174532.57158644698
1781,127992.07118568372
1782,87577.43877610752
1783,142232.34151349118
1784,108827.42112469628
1785,125670.36881582502
1786,136609.3778688444
1787,160772.59016560644
1788,60363.84688360647
1789,94947.76392751884
1790,79499.01348064686
1791,182742.17961839662
1792,160357.9049921198
1793,126198.81392161908
1794,148525.25047316236
1795,135817.4890279454
1796,122098.07255598597
1797,116243.31039505803
1798,120039.43846988246
1799,110692.20342043607
1800,127390.58483697497
1801,128583.41048756792
1802,126084.74673490365
1803,147065.50250545633
1804,141368.13200100197
1805,133045.79705903507
1806,122624.5112878983
1807,127431.51423678754
1808,118730.18767447487
1809,121819.93689251215
1810,142394.12730852075
1811,95195.51666868478
1812,98745.46187099536
1813,123917.1648933405
1814,92287.73225433403
1815,55249.10964679211
1816,98048.19936812314
1817,108568.94233399145
1818,147420.69083778677
1819,129175.84486414146
1820,54670.30217383843
1821,108901.63449264073
1822,144845.35153424623
1823,45706.8962430973
1824,132237.705406419
1825,137758.12296437754
1826,104176.79793136766
1827,98958.76607189447
1828,135616.83469142648
1829,114186.37921100533
1830,144348.30487146435
1831,141604.12052128985
1832,76584.655549808
1833,134806.65438955618
1834,120635.58291391814
1835,123033.62513970809
1836,126220.0978332165
1837,89788.11132294365
1838,126968.00318851395
1839,94522.06543679738
1840,152688.79948296753
1841,143217.37155138789
1842,86448.82720731261
1843,128645.12188682356
1844,135060.30106327165
1845,141461.98998271528
1846,155781.6839125858
1847,172240.3564754522
1848,51948.6153161752
1849,108503.82309936782
1850,116791.2092593629
1851,157182.0436728354
1852,124193.39460482256
1853,129378.15536914463
1854,166294.37267883358
1855,147123.67251045187
1856,224043.39784352138
1857,147561.6587195608
1858,141185.30333341868
1859,117997.36347871853
1860,151081.45813610908
1861,117310.19785923407
1862,311234.1730797324
1863,292425.15220100665
1864,292214.7194747828
1865,336493.8414064592
1866,338024.3697385759
1867,225119.9965116418
1868,295723.6766537275
1869,207400.06224786714
1870,224696.13243454444
1871,248378.92857138786
1872,170792.62726731022
1873,233154.69509357258
1874,147357.98767895342
1875,200196.31273325035
1876,197249.16913879823
1877,211780.35600824712
1878,207584.99105358912
1879,127264.94170172048
1880,131252.7109069414
1881,239595.78676835747
1882,243472.16773760042
1883,186854.50200602136
1884,208807.72952898982
1885,239784.6141256844
1886,295795.29663056205
1887,209721.83860368514
1888,265536.6423186174
1889,168157.89936408983
1890,120777.00826055187
1891,132644.28570484126
1892,98852.83972065223
1893,129808.52820714461
1894,124538.37467682162
1895,137403.0423732144
1896,124788.33657208916
1897,112878.32238953779
1898,111494.45219732831
1899,157521.22295069415
1900,147731.02641513618
1901,169499.7129086651
1902,155115.2577605582
1903,212997.6311517363
1904,143381.1781998006
1905,201101.38432052138
1906,162307.30801582965
1907,207981.97971761602
1908,110384.29032803208
1909,130032.5019846592
1910,119401.71788698071
1911,219431.6771283541
1912,327827.3277034976
1913,142701.90545042988
1914,61991.349232776534
1915,313053.242605235
1916,65585.6832484372
1917,243694.70698133737
1918,139638.34277081134
1919,173039.59022073564
1920,150857.84869902246
1921,414983.84595427243
1922,326023.90253182035
1923,222777.80018521758
1924,225353.88030166854
1925,194251.02103122853
1926,386683.02720914094
1927,134546.86872146893
1928,154245.4432316602
1929,127184.04683731054
1930,129167.47008316686
1931,141035.38324192038
1932,139816.27045354646
1933,189186.56669109792
1934,182259.55731963937
1935,173050.470311256
1936,196422.72568256315
1937,185631.6936126278
1938,177041.60531427397
1939,246785.94272388407
1940,181938.26249922192
1941,174457.27962824306
1942,180800.80314162327
1943,208046.55140987088
1944,377063.2647573552
1945,389063.36526082014
1946,142398.6852127748
1947,324725.5112968506
1948,183461.35747458145
1949,258183.56399700567
1950,189156.55204533003
1951,242936.06713681793
1952,211434.2846909998
1953,165732.03305752145
1954,181690.7200012031
1955,137150.0280353689
1956,298436.3110211883
1957,156755.49664210665
1958,304179.71677244303
1959,145173.66508611222
1960,115947.00513274145
1961,118944.61899659278
1962,96594.98261590894
1963,107439.7063872567
1964,109585.61227693595
1965,144387.0666304745
1966,132047.84945632966
1967,285990.11341154575
1968,439111.1625816662
1969,397318.1172506395
1970,425017.9423678802
1971,459921.8699483957
1972,380064.437900292
1973,260399.54307112828
1974,329386.7200332811
1975,518124.25895880547
1976,264241.8644126571
1977,358118.05195271433
1978,369630.92211356945
1979,329222.3405038328
1980,205546.63118230985
1981,348634.508473963
1982,217701.8365351571
1983,201274.56233245408
1984,166667.01586592462
1985,226880.96940015996
1986,208909.48426417256
1987,182268.2393216717
1988,175520.60270745293
1989,193700.45206664543
1990,213379.92937117323
1991,234044.5800930929
1992,218227.4790236452
1993,167417.17359248962
1994,242385.97775705621
1995,184384.57857050485
1996,246667.1392579802
1997,311050.68856205983
1998,325739.6383030291
1999,266525.6586352139
2000,308909.0186808067
2001,267139.2980503039
2002,242038.609813583
2003,253587.81709912338
2004,271421.92157843796
2005,220036.12346245922
2006,223206.7516757379
2007,246043.52009603937
2008,214702.80947077382
2009,198151.53852630785
2010,195174.560157052
2011,139945.26107485453
2012,175208.75321010908
2013,180681.96081013742
2014,185993.4594513925
2015,200421.0500928157
2016,195460.9998139711
2017,198005.14054589774
2018,119024.87965002765
2019,134108.5299943883
2020,106579.38983103521
2021,101547.11768865248
2022,181665.31432424253
2023,148807.1527907964
2024,265937.06366557605
2025,358109.78012015467
2026,174909.76829779986
2027,159133.58552942358
2028,149194.46075661184
2029,167807.54844967823
2030,265759.67230542813
2031,227997.07131532795
2032,244497.72161645998
2033,245786.44117872397
2034,168456.0082061818
2035,222840.94235072305
2036,195046.39659601694
2037,201652.12535068032
2038,303919.8798889351
2039,219787.30744879652
2040,274181.08184745524
2041,298227.21368144185
2042,206571.92720316962
2043,176056.04558229246
2044,173319.28877392525
2045,209387.58536386583
2046,145860.4612082132
2047,148707.73268185696
2048,136581.38650116863
2049,139451.25087978895
2050,174090.80081353468
2051,102288.80154374336
2052,126478.74591019916
2053,147589.85568023933
2054,87604.56487286808
2055,157408.4469044841
2056,143036.38029999207
2057,114830.87004860121
2058,220674.56026113065
2059,130634.44931264197
2060,174157.1734903114
2061,175574.78640194357
2062,128390.76678979764
2063,116431.42062346227
2064,141475.75357371705
2065,117214.077918566
2066,162953.32473823056
2067,111289.4446772484
2068,143270.5250586141
2069,87187.1066954315
2070,116198.44177517561
2071,96063.50827618333
2072,137862.55572887423
2073,133009.67354315353
2074,182169.7914129885
2075,147253.22568591888
2076,117154.51812593467
2077,155961.3137597412
2078,126018.96887526948
2079,132366.07759933927
2080,118424.5666639768
2081,123377.95446989492
2082,127807.7345402789
2083,144053.2741474814
2084,108992.77940048536
2085,119881.47864496073
2086,119301.17380053716
2087,123349.80120322658
2088,97324.08301198715
2089,77500.08840894421
2090,126445.95497896594
2091,113062.13296934699
2092,121521.62782485345
2093,123696.22760357813
2094,107357.22037404242
2095,145682.22895260467
2096,78843.77615210161
2097,99548.00870460906
2098,147624.53549046288
2099,56184.857049335114
2100,76165.07752259194
2101,113360.06454778538
2102,120550.08922899465
2103,106929.36877005662
2104,135694.51718462206
2105,128981.92773968863
2106,64438.27035670801
2107,197531.63700117945
2108,117068.64707213863
2109,110679.7077587476
2110,129087.88313470653
2111,138963.55510636733
2112,138859.46141766373
2113,120618.99764879835
2114,119805.66770050867
2115,163434.65266449412
2116,114602.73032068243
2117,150129.89106856054
2118,124332.30904729296
2119,113951.8757576655
2120,112615.52330219858
2121,89485.58810672266
2122,115188.069786781
2123,80091.41280579576
2124,154830.58322117335
2125,125599.94722179638
2126,147177.54215244533
2127,159951.32504605793
2128,124651.52370251877
2129,91273.1585894167
2130,137428.37894693794
2131,135208.50082958714
2132,116738.75453666701
2133,119142.18348430555
2134,119867.33727736554
2135,93776.98620504815
2136,81377.77663822906
2137,109359.76403668147
2138,132949.62414394136
2139,149230.18579139814
2140,139751.71825606242
2141,153786.35196545755
2142,127926.87126277955
2143,143422.66911001469
2144,116655.16722307229
2145,138421.5483249591
2146,172753.37011145198
2147,141254.57564213985
2148,131084.9435176707
2149,151573.7481653832
2150,227004.15300274282
2151,112693.37045462732
2152,170167.7149385563
2153,168516.73857142738
2154,105026.05550048318
2155,142211.40498634533
2156,271874.12218399486
2157,227729.97704823109
2158,234590.776672454
2159,207478.40027339352
2160,175372.5171923633
2161,235495.82313784794
2162,407053.824618889
2163,351938.6359516032
2164,242766.4728420236
2165,199124.54303749156
2166,155246.69383186332
2167,221905.1203617582
2168,201558.93648779838
2169,196937.08045407227
2170,220191.38679506414
2171,157157.28514758984
2172,131110.90059186728
2173,162383.53512098518
2174,230505.61492914916
2175,287651.7505199727
2176,313156.95694916614
2177,236511.17968325596
2178,209404.47773215512
2179,139195.59697198556
2180,224197.5914760431
2181,191960.03043036818
2182,223977.6112667883
2183,192580.70918719642
2184,123068.12801286504
2185,125859.6942490403
2186,146977.8655094114
2187,148146.72222172603
2188,150040.0221679031
2189,296007.3892789763
2190,82554.18564058852
2191,81751.51085054914
2192,89828.93823835178
2193,110218.4531918945
2194,99962.84907311342
2195,107909.7280209748
